	rank	domain	news	government	ecommerce	http	http_www	https	https_www	country	zone
348	US-058	state.mn.us	False	True	False	True	True	True	True	US	US
349	US-060	loc.gov	False	True	False	True	True	True	True	US	US
350	US-062	bls.gov	False	True	False	True	True	SSLCertVerificationError	True	US	US
351	US-063	uscourts.gov	False	True	False	True	True	True	True	US	US
352	US-064	hhs.gov	False	True	False	True	True	True	True	US	US
353	US-065	utah.gov	False	True	False	ConnectTimeout	True	True	True	US	US
354	US-066	whitehouse.gov	False	True	False	True	True	True	True	US	US
355	US-068	tn.gov	False	True	False	True	True	True	True	US	US
356	US-069	ct.gov	False	True	False	ReadError	ReadError	True	True	US	US
357	US-072	dot.gov	False	True	False	True	True	True	True	US	US
358	US-074	ga.gov	False	True	False	True	True	True	True	US	US
359	US-076	congress.gov	False	True	False	True	True	True	True	US	US
360	US-080	treasurydirect.gov	False	True	False	True	True	True	True	US	US
361	US-082	opm.gov	False	True	False	True	True	True	True	US	US
362	US-085	georgia.gov	False	True	False	True	True	True	True	US	US
363	US-086	colorado.gov	False	True	False	True	True	True	True	US	US
364	US-088	census.gov	False	True	False	True	True	True	True	US	US
365	US-089	casetext.com	False	True	False	True	True	True	True	US	US
366	US-091	cbp.gov	False	True	False	True	True	True	True	US	US
367	US-093	state.pa.us	False	True	False	ConnectError	True	ConnectError	SSLError	US	US
368	US-094	ky.gov	False	True	False	True	True	SSLError	SSLError	US	US
369	US-095	state.mi.us	False	True	False	ConnectError	True	ConnectError	True	US	US
370	US-097	flhsmv.gov	False	True	False	True	True	True	True	US	US
371	US-099	fcc.gov	False	True	False	True	True	True	True	US	US
518	PT-001	portaldasfinancas.gov.pt	False	True	False	ConnectError	True	ConnectError	True	PT	EU
47	HU-003	startlap.hu	True	False	False	True	True	True	True	HU	EU
